id	TCGA-BD-A3EP-11A	TCGA-G3-A3CH-11A	TCGA-BC-A10X-11A	TCGA-DD-A1EH-11A	TCGA-DD-A11A-11A	TCGA-DD-A3A6-11A	TCGA-DD-A1EB-11A	TCGA-BC-A110-11A	TCGA-BC-A216-11A	TCGA-FV-A3R2-11A	TCGA-DD-A3A4-11A	TCGA-BC-A10Y-11A	TCGA-BC-A10W-11A	TCGA-DD-A119-11A	TCGA-DD-A1EC-11A	TCGA-DD-A1EJ-11A	TCGA-BC-A10R-11A	TCGA-FV-A3I1-11A	TCGA-BC-A10Q-11A	TCGA-FV-A23B-11A	TCGA-BC-A10Z-11A	TCGA-DD-A1EG-11A	TCGA-DD-A11D-11A	TCGA-BC-A10T-11A	TCGA-ES-A2HT-11A	TCGA-EP-A3RK-11A	TCGA-FV-A2QR-11A	TCGA-DD-A11C-11A	TCGA-DD-A39W-11A	TCGA-DD-A3A1-11A	TCGA-DD-A113-11A	TCGA-DD-A39X-11A	TCGA-DD-A3A5-11A	TCGA-DD-A3A2-11A	TCGA-EP-A12J-11A	TCGA-BC-A10U-11A	TCGA-DD-A118-11A	TCGA-DD-A1EL-11A	TCGA-DD-A3A3-11A	TCGA-DD-A116-11A	TCGA-DD-A1EI-11A	TCGA-BD-A2L6-11A	TCGA-FV-A3I0-11A	TCGA-DD-A1EE-11A	TCGA-DD-A3A8-11A	TCGA-DD-A11B-11A	TCGA-DD-A114-11A	TCGA-DD-A39Z-11A	TCGA-EP-A26S-11A	TCGA-DD-A39V-11A
PTPRF	5.559848	5.321079	4.113363	4.641115	5.705975	4.375424	5.663061	4.578274	5.258397	5.127907	5.291356	5.56041	4.486516	5.586767	6.059805	4.896302	5.238933	5.687962	5.087574	5.559403	5.00441	4.910699	5.201923	4.393912	5.597485	5.10715	5.583999	5.851425	5.631787	4.981503	5.216239	5.566756	5.508278	5.015806	5.564604	4.993489	4.99527	5.524463	4.787837	5.301678	5.328414	5.032431	5.079008	5.921543	5.367667	5.999494	5.652563	5.150287	5.478445	5.482581
MFN1	3.021222	2.856107	3.237063	2.815016	3.430963	2.337837	3.434227	3.030132	2.842823	3.271035	3.57688	3.3237	2.804066	3.316078	3.467685	3.302857	3.272604	3.191586	3.049599	3.328503	3.37471	2.832216	3.11411	2.95917	3.362446	2.959669	3.481317	3.031	3.117417	2.625822	2.982967	2.952012	2.812004	2.937598	3.220228	3.090897	3.321397	3.338987	3.159216	3.153532	3.158579	3.33449	2.862418	3.211282	2.480586	3.021101	3.335685	2.628886	3.028217	2.789364
PALB2	2.695505	2.85389	2.83744	2.827234	2.876158	2.426308	3.092786	2.829182	2.673704	2.774561	3.18297	2.927404	2.51709	2.521321	2.80244	2.808663	3.004358	3.170767	2.751749	3.01322	2.739958	2.710092	3.036707	2.636553	3.253657	2.887311	2.896951	2.899493	2.784682	2.337893	2.608839	2.783702	2.397931	3.051032	3.057883	2.59667	2.676929	2.871535	2.681359	2.878813	2.997808	2.957316	2.702743	2.839418	2.269639	2.724241	3.121946	2.709749	2.516527	2.51081
SLC35C2	3.255047	3.03871	2.931656	2.961333	2.935019	2.893189	3.084058	2.952415	2.771729	3.685179	3.703486	3.188122	3.010951	2.835308	3.114663	3.155133	2.910688	3.112649	3.033783	3.330345	3.369785	3.156432	3.18081	2.786218	3.487148	3.000262	3.426281	3.041406	2.919666	3.358487	2.965211	3.439318	3.124947	3.148367	3.171633	2.725978	3.027784	3.244636	3.373605	3.11858	2.914428	3.435075	2.902205	3.193778	3.322189	3.114685	3.265598	3.120693	3.18708	2.94055
RPS7	8.017307	7.955943	7.871574	8.264263	7.859439	8.101481	7.815001	8.042185	7.963565	8.604431	8.797317	8.138152	8.277498	7.338311	7.780856	8.360537	7.826961	8.016974	8.052097	8.418707	8.470786	8.333232	7.803758	8.016052	8.197832	7.983196	8.499594	7.882848	7.92343	8.636469	7.649099	8.281489	8.045665	8.385301	7.768121	8.263507	8.394367	8.151647	8.604058	8.081959	7.828692	8.526269	7.648258	7.819627	7.473897	7.754446	7.814625	8.033366	8.238844	8.042819
IK	5.267736	5.287887	5.347197	5.234583	4.994736	4.974199	5.272029	5.249091	5.158647	5.607872	5.957856	5.521758	5.310234	5.261894	5.466227	5.508617	5.035225	5.135677	5.086254	5.459671	5.65168	5.332565	5.285414	5.13468	5.605678	4.985641	5.742204	5.14512	5.365371	5.358009	5.059566	5.169487	5.040661	5.188839	5.543564	5.028679	4.85318	5.373971	5.513034	5.098598	5.196643	5.668769	4.900353	5.384139	5.086159	4.924806	5.570736	5.307907	5.019624	5.159018
NOL6	3.712913	3.238945	2.930386	3.072843	3.666151	2.792215	3.337489	3.661981	3.070836	3.43823	4.13133	3.450178	3.305622	3.388861	3.2636	3.31601	3.458229	3.25641	3.372423	3.389737	3.849999	3.302253	3.228667	3.331948	3.705342	3.092408	3.559082	3.26689	3.192295	2.7465	3.255319	2.956346	3.199999	2.872029	3.594181	3.52461	3.188792	3.347372	3.441609	2.917191	3.395212	3.583274	3.411887	3.492951	3.538914	3.444889	3.458009	3.051657	3.09917	3.156905
GTF3C2	3.896754	3.804939	3.690054	3.631088	3.843306	3.382467	3.853786	3.79565	3.576842	4.029887	4.204119	4.032962	3.751418	3.812389	4.00115	3.802351	3.648011	3.989609	3.645123	4.092431	3.875784	3.806794	3.715289	3.693782	3.988251	3.759512	3.991293	3.883459	3.81085	3.518225	3.751914	3.799433	3.728628	3.746534	3.807753	3.646975	3.621508	3.803015	3.571011	3.733596	3.851331	4.192696	3.656563	3.880006	3.749542	3.703334	3.981971	3.653519	3.687785	3.620156
SH3GLB2	2.66047	2.828814	2.577166	2.532765	2.507344	2.495048	2.642676	3.001002	2.512817	3.187112	3.309038	2.734956	2.818715	2.349687	2.64735	2.802633	2.690942	2.848944	2.724711	3.217914	3.217642	2.855322	2.911831	2.306714	3.317804	2.600891	3.320144	2.967549	2.696149	3.127672	2.711737	2.567833	2.760986	2.639363	2.755657	2.421903	2.439257	2.948261	2.97012	2.741693	2.649166	3.227301	2.499058	2.916973	2.800702	2.918948	3.007693	2.674562	2.356892	2.844341
PTBP1	6.178507	5.729901	5.601282	5.562834	6.121578	5.394723	5.804808	6.300714	5.317894	5.866392	6.233058	6.115429	5.837039	5.568144	5.576735	5.766038	5.879572	5.643851	5.729206	5.802846	6.45427	5.900061	5.810301	5.899818	6.022481	5.53957	6.188505	5.77012	5.510518	5.149196	6.013252	5.325064	5.725201	5.316834	5.829532	6.132871	5.55686	5.585696	5.925348	5.293382	5.593274	5.893624	6.055325	5.645818	5.739154	5.554527	5.723471	5.408966	5.36598	5.142659
DDIT3	4.550806	4.213112	5.422113	5.351308	5.133601	4.735927	4.615607	5.59451	4.74435	5.263355	5.85585	4.793327	4.330478	3.99793	4.689209	5.255745	4.82175	4.491321	4.825124	4.771272	6.136567	4.811458	5.388173	5.22966	5.352431	4.046805	5.361476	4.706232	3.929784	5.39026	4.305497	4.33103	4.944125	4.782413	4.576776	4.751658	4.694352	4.576588	5.70698	4.380076	4.248108	5.024446	5.299313	4.192913	4.185097	4.273262	4.885924	4.978777	3.775836	4.949138
SMARCB1	4.903977	4.788795	4.767477	4.404035	4.343453	4.40379	4.526489	4.709045	4.212739	4.987811	5.382702	4.729639	4.792891	4.483477	4.702571	4.75299	4.253921	4.521026	4.622281	4.944785	5.15989	4.769985	4.809124	4.642512	5.087642	4.640533	5.218941	4.832365	4.90729	4.92667	4.51808	4.734767	4.561011	4.568523	4.844309	4.37816	4.570521	4.636528	5.078049	4.632054	5.047532	4.912573	4.372732	4.624105	4.961932	4.591174	4.855764	4.559643	4.708388	4.577788
DUSP10	4.974706	4.399779	6.405714	5.60658	4.458286	5.366359	6.735536	5.143751	6.488042	4.672082	5.541506	5.737198	4.42968	6.059219	6.957083	5.730155	7.021774	5.775497	5.237671	5.502234	5.784901	5.480185	6.894354	5.250992	5.886279	4.881625	6.333379	5.778494	7.004845	5.510582	5.806491	5.675185	5.605482	6.584676	5.652865	5.687503	4.391859	5.903421	4.559637	4.746036	5.553279	5.986971	5.695454	6.191332	4.7856	5.283598	5.933535	5.131658	4.716901	5.519491
TRAF2	2.746563	2.665515	2.586147	2.468026	2.80413	2.560786	2.501865	2.607843	2.626317	2.773434	2.85675	2.410527	2.92729	2.835489	2.033202	2.457439	2.588828	2.484313	2.517509	2.970259	2.884224	2.749423	2.877584	2.457468	3.182177	2.611885	3.124137	2.562908	2.256878	2.872088	2.440881	2.189801	2.443606	2.461454	2.635986	2.50454	2.372999	2.992088	2.754407	2.686974	2.591941	3.036687	2.599948	2.487194	2.909403	2.541003	2.885111	2.429665	2.181582	2.780185
HSD17B2	6.96547	6.430959	6.469427	6.758647	6.966141	6.569266	6.355872	6.109239	6.046332	7.090279	6.946086	7.046723	6.658222	6.275899	6.538551	6.624848	6.633872	6.439346	6.835987	6.683175	6.868076	6.793215	6.98266	7.022038	8.175247	6.420726	7.125837	6.351793	6.048241	7.181329	6.669936	6.727004	6.641815	7.439871	7.287629	6.725389	6.811741	6.868616	7.178861	6.420197	6.52415	6.660321	6.653194	7.191005	6.301683	6.57438	7.446007	7.284328	6.584065	6.199071
CLTC	5.104237	4.891129	4.873407	4.656077	5.333926	4.112443	5.172681	4.930602	4.775799	4.702768	5.143462	5.120823	4.90184	5.270431	5.090095	5.076324	5.073768	4.781196	4.960432	5.106593	4.672257	4.534836	5.016916	4.818108	5.132792	4.591847	4.978186	5.027245	4.810525	4.383285	5.007566	4.395249	4.564509	4.295345	5.44507	5.025585	4.861472	5.118375	4.660879	4.794149	5.192773	4.994742	4.591025	5.072876	4.543661	5.010921	5.304366	4.441436	4.829888	4.702645
SNX27	3.300748	3.365913	3.607216	3.446329	3.859765	3.107048	3.484698	3.183547	3.466595	3.54261	3.792833	3.85664	3.413927	3.700815	3.897945	3.502074	3.459037	3.546781	3.326081	3.576915	3.549871	3.162823	3.557444	3.432274	3.661356	3.462823	3.698861	3.664703	3.39176	3.004733	3.581166	3.378237	3.279266	3.456895	3.653774	3.279164	3.52442	3.487615	3.349881	3.293641	3.534912	3.860578	3.040175	3.843749	3.11305	3.556953	3.83829	3.321601	3.294138	3.197429
BDH2	6.303674	6.938664	6.748172	6.81387	5.285007	6.836015	6.782079	6.481268	6.600135	7.126153	6.516859	6.034384	6.629376	5.707675	6.118367	5.915273	6.362034	6.036789	6.939464	7.081389	6.866375	7.170455	7.736104	6.388685	6.88778	6.696246	5.990879	6.347558	6.937947	6.17267	6.907977	6.011055	6.66299	6.882486	7.847511	6.71896	7.02403	7.75182	6.519582	7.380815	6.781283	6.51906	6.608729	6.567887	6.47878	6.453986	7.850232	6.544064	6.973302	6.274576
TTLL4	2.904933	2.169626	2.283796	2.101293	2.532163	1.977244	2.244394	2.411152	2.193056	2.498525	2.732605	2.471911	2.310766	2.262779	2.3304	2.348953	2.257407	2.458233	2.310777	2.492018	2.567618	2.341658	2.514916	2.226806	2.586324	2.192123	2.527692	2.204364	2.111006	2.205821	2.309706	2.347894	2.097836	2.138516	2.281906	2.361068	2.287542	2.294303	2.222253	2.382706	2.41843	2.640611	2.281315	2.451739	2.191979	2.312731	2.399437	2.145759	2.251299	2.223731
CYP4F2	8.227889	8.384736	8.229213	8.014195	8.015195	7.658998	8.678511	8.001651	7.27647	7.649382	7.438231	7.874157	6.674391	8.057909	7.714342	7.831147	7.840587	8.169028	8.260624	8.087365	7.324659	7.770893	8.408462	7.680652	7.231403	8.577472	7.292037	8.865567	8.490986	7.359307	8.071957	8.153374	8.519539	7.983844	8.247637	8.467417	8.114003	8.35809	7.675898	7.945028	8.301982	7.405223	8.497473	8.226135	8.504179	8.400008	8.63052	7.548587	8.246872	8.228486
OSGIN1	5.226903	6.280723	4.546541	4.928911	3.218816	4.514252	4.62817	4.133662	3.497589	5.063918	5.391417	4.796355	4.206511	3.726028	3.86875	4.473733	4.080837	5.515914	4.732368	4.991711	4.498267	6.024479	4.926836	3.966799	5.596368	5.162086	4.779929	4.526012	4.331813	5.176461	4.336196	4.511755	4.067004	4.494076	6.059347	4.04048	4.299591	5.856953	3.960721	5.248435	4.505215	4.412558	4.891324	4.338189	5.369778	5.077135	5.378028	4.581078	4.476914	4.658863
ADAMTSL2	4.337678	4.033481	4.07979	3.946851	4.334598	3.460323	4.604267	3.51064	4.257974	4.786619	5.556657	4.586927	3.759998	3.805092	3.991548	4.145334	4.229192	4.262344	4.161169	5.125272	4.168182	4.243455	4.426842	3.938568	4.585114	4.273491	5.355809	4.575187	3.786928	4.45757	3.773742	3.893429	3.709629	4.26918	5.049976	4.384845	3.289264	4.701611	4.637979	4.06502	4.395618	4.922207	4.045684	4.233339	4.828367	5.068392	4.322486	4.010921	4.412925	4.313194
PFDN1	4.026146	3.829558	3.982833	3.902345	3.758829	3.620665	3.814511	4.104626	3.87762	4.21974	4.369008	3.778923	4.180795	3.802557	3.933717	3.851748	3.929863	3.541192	3.851322	4.1302	4.451587	4.02269	4.13342	3.922282	4.315406	3.744495	4.549561	3.698893	3.678274	3.892357	3.864746	3.559502	3.57507	3.658133	3.925124	4.182793	4.043857	3.993158	4.196576	3.776519	3.823615	4.525578	3.832719	3.731551	3.444438	3.661441	4.013714	3.795243	3.718692	3.677933
DPT	3.779048	4.725536	4.16451	4.572024	4.306009	4.282998	4.398636	4.107232	3.852979	4.511228	4.650825	5.215366	4.060903	3.890017	4.11058	4.316219	3.847691	4.262371	3.690003	6.21084	3.710117	5.199401	4.87344	4.012375	5.131541	4.320185	6.180899	3.812406	3.780208	5.173901	4.5115	3.257065	3.300768	4.613473	5.558242	5.155297	3.159124	5.110709	5.321144	5.073641	5.180697	6.223362	3.350431	4.238485	4.403649	5.582887	5.175176	3.895026	5.202546	4.943016
TRIM25	3.156258	2.597536	2.118511	2.450247	2.739183	2.385905	2.602575	2.750029	2.541855	3.293841	2.833416	2.784085	2.675877	2.241772	3.41738	2.569913	2.786825	3.426838	2.221828	2.91287	2.677974	2.658028	2.99689	2.199839	3.407392	2.428729	2.759196	2.596889	2.380754	2.376116	2.535871	2.659798	2.621076	2.579832	3.124309	2.259342	2.783007	2.885231	2.374558	3.200578	2.49778	3.123503	2.251084	3.102611	2.336795	3.161473	3.215312	2.909378	3.689775	2.361324
PTPRG	2.267347	2.40157	2.623107	2.246078	2.547243	1.79432	2.503897	2.136695	2.268789	1.95676	2.432524	2.610015	2.04009	2.562889	2.637229	2.373206	2.17324	2.425755	2.256854	2.704713	2.10165	2.105166	2.437153	2.271895	2.357291	2.081901	2.716657	2.590688	2.220412	1.996885	2.288045	1.975287	2.096842	2.095416	2.699633	2.502883	2.354945	2.606415	1.968416	2.214206	2.692187	2.298864	2.289848	2.446152	2.028684	2.480567	2.484827	2.144046	2.163183	2.022
RMND5B	3.103212	2.968466	2.744591	2.925662	2.861669	3.002889	3.105755	2.962111	2.791295	3.418767	3.571758	3.131635	2.888528	2.879291	3.08015	2.90511	2.83797	3.178482	2.885969	3.089284	3.036751	2.969381	2.972301	2.939578	3.245474	2.922466	3.097972	2.990104	3.065208	3.183007	2.978883	3.07011	2.976963	2.992148	3.02299	2.883129	2.994179	2.883788	2.999749	2.838749	2.854116	3.205643	2.778009	3.056592	3.22857	3.078293	3.09698	3.044586	3.076594	3.096257
TUBB	7.721652	6.968769	7.195707	7.983034	7.110204	7.788755	7.815038	7.350592	6.432181	7.323538	8.199007	7.908939	7.070447	7.40385	7.250923	7.879557	7.158437	7.461728	7.279219	7.741708	8.333937	7.453943	6.966584	7.650527	7.555266	7.506217	8.140143	7.584602	7.457115	7.581636	7.996172	7.890256	7.40434	7.458213	7.742832	6.821185	7.325567	7.493738	7.421803	7.480243	7.735605	7.737974	7.228674	7.08297	7.372332	7.191922	7.135445	7.584361	7.304375	7.143142
DONSON	2.794926	3.021609	2.805129	2.870831	2.769961	2.667083	2.879011	2.952863	2.781155	2.924918	3.133049	2.925339	3.082654	2.865455	2.724117	3.011926	2.850357	2.825079	2.71969	3.343726	3.13019	2.837766	3.227336	2.804456	3.580023	2.721874	2.991298	2.875156	2.846641	2.881967	3.037372	2.568117	2.965789	2.60419	3.041992	2.722863	2.930703	3.072954	2.711642	2.85992	3.181274	3.125236	2.740323	2.701283	2.560278	3.080814	3.517762	2.878776	2.585781	2.804937
MED25	2.761948	2.84756	2.635585	2.642387	2.598733	2.663716	2.82603	2.773338	2.733355	3.248884	3.2216	2.922839	2.789772	2.822626	2.67698	2.847712	2.657015	2.841765	2.724744	2.862091	2.879912	2.91567	2.948358	2.757588	3.156475	2.807162	3.316993	2.628247	2.859492	2.876652	2.790639	2.718368	2.790452	2.877489	3.199117	2.859119	2.676584	2.820474	2.909259	2.689748	2.713889	2.851583	2.761639	2.97953	2.96978	2.766197	3.086195	2.655291	2.652282	2.674209
RPS8	6.664601	6.512213	6.483622	6.967729	6.49738	7.482475	6.512953	6.966721	6.169352	7.742079	8.840813	7.647147	7.311679	5.435217	6.245159	7.513819	6.172392	6.73292	6.755513	7.8992	8.033663	7.349632	6.137552	6.940884	7.147415	6.789629	8.064106	6.393832	6.685998	8.793911	6.232212	7.452498	6.36872	7.590388	6.255005	6.828163	7.726782	6.966406	8.313274	7.005729	6.516376	8.328981	6.221332	6.478354	6.057273	6.395087	6.02733	6.702703	7.344614	6.84833
LAMA4	2.224872	2.207454	2.201891	2.144885	2.286338	1.898263	1.971041	2.11653	2.203906	2.136735	2.193443	2.270549	2.056608	2.017315	2.261632	2.069272	2.006845	2.029352	2.036286	2.513832	2.350601	2.084691	2.172923	2.30316	2.086409	2.132521	2.539224	2.241102	2.037904	2.131207	2.242379	1.861526	1.908668	2.079178	2.327343	2.270216	1.919981	2.158817	2.389596	2.069672	2.150415	2.449178	2.051945	2.101735	1.946644	2.253801	2.249549	1.95773	2.060577	2.025085
CCL2	6.721916	4.064114	4.847952	5.15255	5.948162	4.908709	4.353018	5.750315	5.278086	6.599375	6.273708	5.440247	6.01219	4.810569	5.711802	6.403175	5.406736	4.178954	4.62088	7.379156	7.736281	7.921818	6.237954	6.206084	6.546558	5.239689	9.222513	3.683795	4.423348	6.421829	5.103873	4.038892	4.715005	5.36146	4.864806	6.927521	4.770275	5.651066	6.307268	4.569935	5.7552	6.983252	4.480734	4.919878	5.532927	5.814072	5.994301	4.664948	5.838696	5.617258
COL4A2	4.245386	3.753962	3.915451	3.475298	4.196792	2.684722	3.558045	3.78517	4.080958	4.031577	5.065176	3.954767	4.250404	4.399637	4.610795	4.000512	3.615184	3.518474	3.836708	4.833812	4.218136	3.750669	3.787076	3.977901	4.35847	3.368544	5.786549	3.852264	3.468611	3.596768	3.714043	3.009708	2.5602	3.171633	4.516607	4.312747	2.949877	4.361002	4.091751	3.332005	4.276836	4.579065	3.618383	4.49544	4.031296	4.619332	4.776621	3.54219	3.426699	3.727899
LSG1	3.961385	3.631312	3.864207	3.765313	4.144575	3.125372	3.920006	4.469657	3.480108	3.853119	4.322996	4.084478	3.993442	3.714225	3.820138	3.873099	4.170847	3.894586	3.931327	3.927577	4.589815	3.961487	3.933557	4.053481	4.318096	3.557621	4.10635	3.717877	3.552803	3.116652	3.777013	3.460407	3.624	3.550192	4.036249	4.068159	3.907295	3.966962	4.013851	3.541482	3.865654	4.139092	3.874831	3.94729	3.377799	3.720356	3.964326	3.640015	3.528132	3.725639
CLK2	3.982653	4.152104	4.301135	4.364451	4.236569	3.929958	4.425652	4.18656	4.013631	4.636564	4.684465	4.501878	4.335277	3.953333	4.295559	4.277562	3.878677	4.532967	4.232275	4.515153	4.707126	4.294499	4.633296	4.024705	4.628449	4.273789	4.402459	4.509142	4.21837	3.928766	4.350418	4.201438	4.155824	4.300398	4.207159	4.104623	3.939023	4.201795	4.125454	4.484954	4.220381	4.940447	3.921784	4.457571	3.882632	4.199711	4.467621	4.336862	3.860351	4.174225
SEPT9	4.907768	4.308739	4.287615	4.13274	4.909486	4.122623	4.568833	5.036724	4.299807	4.657873	5.181902	4.724141	4.636026	4.686567	4.807014	4.572352	4.698989	4.514599	4.507837	4.75204	5.030011	4.563803	4.541236	4.486242	4.868965	3.95827	5.031506	4.539268	4.4357	4.71892	4.722276	4.337005	4.406942	4.190587	4.583134	4.589732	4.503212	4.41663	4.658025	4.231932	4.539581	5.09815	4.659679	4.952399	4.66768	4.618549	4.780853	4.367486	4.272039	4.564334
MPDZ	5.969337	5.831884	6.715227	5.479549	5.234621	4.854677	6.61742	5.530714	5.498367	5.881628	5.801405	6.741776	5.555309	6.105376	6.434966	6.192797	5.974576	6.567978	6.022609	6.179668	5.463638	5.554557	6.139138	5.813649	5.708606	6.025141	5.892088	6.082778	6.464047	4.490886	5.823729	5.988221	5.874319	6.351762	6.242075	5.893001	6.164031	6.395356	5.825028	5.98307	6.103608	5.628619	5.684281	6.074472	5.406308	5.995977	6.136546	5.350377	5.868926	5.516928
TTC23	2.578204	2.536894	2.498778	2.407734	2.256969	2.205242	2.74268	2.315335	2.314034	2.802478	2.866049	2.773453	2.467491	2.355923	2.699579	2.752475	1.994788	2.565864	2.216805	2.822919	2.508908	2.556509	2.735799	2.558602	3.235059	2.741639	2.787709	2.619102	2.473055	2.67721	2.557156	2.628399	2.251969	2.580361	3.388524	2.302208	2.428579	2.943317	2.406233	2.613473	2.586925	2.814928	2.227577	2.752268	2.614353	3.032407	3.064138	2.479367	2.438745	2.316713
DFFA	3.629363	3.990814	3.904732	3.837315	3.680242	3.435424	4.167354	3.274845	3.770616	3.985403	4.553287	4.162509	3.947452	3.960819	4.285215	3.862189	3.47346	3.993163	3.752633	4.225256	3.966263	3.416516	3.605263	3.71054	3.944574	3.823206	3.977799	4.120846	4.064836	4.044351	3.913238	3.769901	3.799544	3.801436	4.128116	3.54999	3.906785	3.891643	3.649757	3.776529	4.016447	3.934624	3.404283	4.000118	3.839449	3.972504	4.058656	3.72649	3.707794	3.737415
ENPEP	4.529433	5.254981	5.520312	4.80367	5.554477	4.168985	5.263779	4.922289	4.612635	4.165183	4.53214	4.7548	4.924506	5.720265	5.807742	4.716283	5.836517	4.952102	5.014096	4.877756	4.202832	4.593136	5.736742	4.584961	6.006049	4.60886	4.682721	5.182125	5.408327	4.062774	5.103092	4.873853	4.890989	4.682467	5.424937	4.715935	4.67704	4.96592	4.529817	5.005662	5.332673	4.149037	5.02099	5.099295	4.822619	4.019164	6.060461	4.994945	4.739103	4.931571
TRIP10	2.792991	2.813961	2.879854	2.856032	2.69618	2.635799	2.993957	3.384346	2.952939	3.182683	4.09414	3.100095	3.018661	2.775693	2.91648	3.193664	3.214348	2.9383	2.585686	3.406258	3.958022	3.318797	3.014397	2.966657	3.240304	2.631165	3.359953	3.047057	2.853546	2.999524	3.104465	2.764179	2.49871	2.841171	2.735276	3.468123	2.742388	2.970156	3.269864	2.678176	2.714125	3.455705	3.021022	2.77039	2.434937	2.620097	2.840232	2.812492	2.290845	2.716437
ADAR	6.949396	6.814938	6.785577	6.279461	6.968043	6.235909	6.976373	6.773856	6.276994	7.070715	7.403979	7.237558	6.538697	7.151106	7.343498	6.543879	6.949394	6.874098	6.672465	6.936179	6.504329	6.679383	7.597455	6.37131	7.855236	6.247057	6.692665	7.035891	6.992394	6.356529	6.655867	6.557719	6.724427	6.228731	7.921498	6.397221	6.456962	7.227868	6.571373	6.556625	7.456948	7.08461	6.729326	7.44642	6.712752	6.879119	7.853081	6.334836	6.599229	6.520266
SLC25A1	6.699714	6.885545	6.234778	6.884461	5.389421	7.269259	6.491299	6.711348	6.115873	7.025971	7.242876	6.242094	7.158684	6.116861	5.671384	6.430934	6.202615	6.696913	7.09876	6.299714	6.098222	6.762824	6.720492	6.19769	6.160609	6.953903	6.308234	6.852894	6.88949	6.887428	6.628421	6.256499	6.739769	6.193743	7.210325	6.19197	6.660933	6.30601	6.363343	6.460426	6.974145	5.85319	6.797924	6.233828	7.349229	6.721958	6.74642	6.140448	6.502637	6.041854
C1R	10.213149	9.738869	10.432318	10.287639	10.710094	10.327279	10.480089	10.51764	10.507771	10.908068	11.06933	10.511372	9.954616	10.601608	11.028336	10.563553	10.483576	10.458213	10.370088	10.392132	10.592975	10.106983	10.312717	10.172904	10.072673	10.222091	10.519254	10.540151	10.541539	11.134748	10.689959	10.864862	10.866397	10.53403	9.626201	10.038106	9.799637	9.949057	11.106871	9.92582	9.870594	10.465652	10.390332	10.759169	9.832473	9.977251	10.124384	10.774894	10.425752	10.621898
GNL2	4.779514	4.056044	3.920642	3.916019	4.462802	3.677015	4.114221	4.901183	4.142723	4.174606	4.936541	4.268091	4.810771	3.947306	3.879174	4.636654	4.456148	3.57697	4.417596	4.192267	5.079956	4.562314	3.983697	3.943515	4.626888	3.421179	4.734791	3.784153	3.676818	3.816969	4.02061	3.647617	4.010893	3.555501	3.898513	4.436728	4.070593	4.155072	4.431444	3.682148	3.934678	4.286769	4.349744	4.000261	2.736594	3.582643	4.146312	3.830571	3.478412	4.005068
PDZK1	6.091979	6.107897	6.132929	5.967416	5.722883	5.021489	6.18084	5.528243	5.77557	5.71066	6.131635	5.944991	5.950254	6.26624	6.16311	6.359796	6.184101	6.082027	5.635395	6.540071	6.043613	5.573953	6.525829	5.537723	6.365313	5.831567	5.988998	6.408599	6.069742	5.972698	6.314518	5.708731	6.103886	6.096377	6.367144	5.774074	6.133402	6.441466	5.678679	5.910348	6.474175	5.240382	5.896955	5.922545	5.776679	6.125363	6.272058	5.80707	5.744016	5.920511
MEGF8	2.899534	2.52263	2.052468	2.350777	2.379796	2.490759	2.644531	1.91348	2.227952	2.64611	2.763783	2.663417	2.264899	2.421204	2.879569	2.351644	2.420663	2.815418	2.308187	2.792198	2.18695	2.191644	2.405985	2.140937	2.429661	2.629	2.758536	2.620576	2.661553	2.590774	2.33209	2.580994	2.341185	2.493089	2.643609	2.126556	2.388382	2.795732	2.304385	2.758055	2.592927	2.71715	2.045481	2.950643	2.714737	3.107774	2.6059	2.484681	2.903881	2.450112
TES	4.040319	3.611569	3.697867	3.254737	4.031339	2.979443	3.470489	3.920216	3.427867	3.672678	3.74771	3.87432	4.164138	3.446209	3.241875	3.923645	3.455354	3.015545	3.453787	3.981513	4.420634	3.940057	3.808554	3.384145	4.618887	3.169267	5.102957	3.271422	3.271925	3.501668	3.922047	3.060129	3.415557	3.021836	3.900955	4.540059	3.442282	3.796708	3.740033	3.339941	3.602565	4.469006	3.766816	3.777727	3.298174	3.389214	4.206945	3.354121	3.085412	3.538136
MT1E	11.517734	11.561971	11.508138	11.281062	11.892983	12.178474	10.45087	12.830691	11.817212	11.869152	11.32181	10.392684	12.331318	11.407754	10.827802	10.799085	12.014253	9.728196	12.12836	9.984658	11.362794	12.441524	10.942557	11.288369	9.329398	10.959088	11.123002	9.99796	10.677144	12.587317	11.817243	12.320341	11.983186	10.321418	9.476928	11.925492	11.903553	10.522973	12.192321	11.064203	10.585698	11.067101	11.919046	11.320855	10.490932	10.834185	10.301303	11.325822	10.42684	11.68286
PSMB9	3.701971	4.828884	4.413531	4.213687	3.971327	3.676002	4.482074	4.244071	4.027204	4.7329	5.177006	4.091504	4.668576	4.452408	4.43295	4.267794	4.67608	3.766022	3.800979	4.985809	4.095905	4.874955	5.72398	3.749665	6.438963	3.644064	4.778942	4.105523	4.752574	4.729905	3.846541	4.168684	3.802188	3.83435	5.555399	3.501999	4.138727	4.874393	4.646477	4.455598	4.815244	5.730359	4.003414	4.545551	4.273649	4.193229	5.9947	3.749637	3.904964	4.662685
