id	TCGA-BD-A3EP-11A	TCGA-G3-A3CH-11A	TCGA-BC-A10X-11A	TCGA-DD-A1EH-11A	TCGA-DD-A11A-11A	TCGA-DD-A3A6-11A	TCGA-DD-A1EB-11A	TCGA-BC-A110-11A	TCGA-BC-A216-11A	TCGA-FV-A3R2-11A	TCGA-DD-A3A4-11A	TCGA-BC-A10Y-11A	TCGA-BC-A10W-11A	TCGA-DD-A119-11A	TCGA-DD-A1EC-11A	TCGA-DD-A1EJ-11A	TCGA-BC-A10R-11A	TCGA-FV-A3I1-11A	TCGA-BC-A10Q-11A	TCGA-FV-A23B-11A	TCGA-BC-A10Z-11A	TCGA-DD-A1EG-11A	TCGA-DD-A11D-11A	TCGA-BC-A10T-11A	TCGA-ES-A2HT-11A	TCGA-EP-A3RK-11A	TCGA-FV-A2QR-11A	TCGA-DD-A11C-11A	TCGA-DD-A39W-11A	TCGA-DD-A3A1-11A	TCGA-DD-A113-11A	TCGA-DD-A39X-11A	TCGA-DD-A3A5-11A	TCGA-DD-A3A2-11A	TCGA-EP-A12J-11A	TCGA-BC-A10U-11A	TCGA-DD-A118-11A	TCGA-DD-A1EL-11A	TCGA-DD-A3A3-11A	TCGA-DD-A116-11A	TCGA-DD-A1EI-11A	TCGA-BD-A2L6-11A	TCGA-FV-A3I0-11A	TCGA-DD-A1EE-11A	TCGA-DD-A3A8-11A	TCGA-DD-A11B-11A	TCGA-DD-A114-11A	TCGA-DD-A39Z-11A	TCGA-EP-A26S-11A	TCGA-DD-A39V-11A
DHTKD1	7.015785	7.494962	7.665431	7.086159	6.940795	6.701663	8.00501	7.051521	6.787895	6.893121	7.390466	7.932653	6.515235	7.449537	7.514977	7.333725	7.301958	7.457411	7.523871	7.798507	6.582519	7.051896	6.920069	7.197678	6.896684	7.237422	6.973126	7.520091	7.586671	5.985797	7.035292	7.367688	7.076671	7.324666	7.578634	7.434249	7.433223	7.536256	6.819216	7.391895	7.647971	6.878261	7.316238	7.371302	6.845507	7.207655	6.910863	7.119288	7.339759	6.887222
SEC61G	5.701238	5.549038	5.598201	6.037752	6.122021	6.415935	5.398729	6.085313	5.885733	6.303154	6.327091	5.624838	6.381394	5.294877	5.690164	6.419904	5.806275	5.33821	5.844858	5.974593	6.331872	5.727982	6.028283	5.94564	6.541046	5.830162	6.288623	5.621138	5.720271	6.962074	5.475604	5.935325	5.696075	5.809889	5.886884	6.29281	5.985771	5.60031	6.335434	6.039306	5.906727	6.418279	5.494646	5.471208	5.521779	5.551468	5.943281	6.123581	5.938134	5.924912
SULT1A2	4.750971	5.517822	5.663825	5.8927	3.847892	6.871653	5.376412	5.442167	4.934439	6.243516	4.463455	5.500691	4.77637	5.697933	4.314766	4.44832	4.634849	5.86855	5.695523	5.276003	5.943291	6.022309	6.170828	4.800115	5.702872	4.492502	4.581652	5.37381	6.17549	6.567628	6.578314	5.792938	5.977675	6.266612	5.554148	5.12805	6.073708	5.708895	5.627105	6.241638	5.48384	4.630864	5.425078	5.094994	5.536692	5.030658	5.978169	5.726877	5.810867	5.469505
TGM3	1.683163	1.728045	1.709622	1.692908	1.680394	1.736874	2.080437	1.664118	1.687145	1.708419	1.782196	1.697713	1.762528	1.747237	1.642581	1.666997	1.671972	1.722364	1.709353	1.983078	1.716889	1.817273	1.736741	1.692473	1.806023	1.663968	1.714742	1.672499	1.694488	1.762626	1.850818	1.723496	1.687956	1.718302	1.932877	1.721033	1.743553	1.81433	1.714774	2.290414	1.712116	1.692484	1.84891	1.828012	1.74185	1.716771	1.918449	1.734711	1.79816	1.693725
FOLH1	3.96625	4.585145	4.944738	4.583269	3.548405	3.715677	4.78107	4.628648	4.032208	4.357648	4.425001	4.644047	3.446211	4.134741	4.568557	4.155509	4.582885	4.589033	4.581767	4.538329	4.352872	3.770543	3.966533	4.445983	2.841161	4.673122	4.833904	4.647491	4.765672	3.490728	4.252928	4.811215	3.972303	4.928411	3.291382	4.434378	4.32094	4.702244	5.292428	4.594595	4.854875	4.603224	4.621277	4.165937	4.266878	3.679757	3.66853	3.937756	4.792085	3.794626
RBP1	5.367313	5.728072	5.490395	5.471366	5.0277	4.773173	5.060984	4.98002	5.943838	5.76423	6.699173	5.703252	5.624462	5.358071	5.546549	5.175273	6.487787	4.971213	6.038384	5.780694	5.771753	5.782494	5.767664	5.357905	6.843806	5.351026	6.25601	5.600495	5.883609	6.619244	5.088305	5.511748	5.126577	5.629618	6.353665	5.302456	5.503307	6.017787	6.314214	5.935633	5.521117	5.871237	4.957664	5.750425	5.332475	5.091644	6.565151	4.827887	4.760457	5.532643
STXBP6	1.911187	1.947018	2.059454	1.961303	1.949309	1.948643	1.924613	1.915928	1.84609	2.100607	2.269796	2.229048	1.923421	1.924403	2.03126	2.107124	1.959361	2.052269	1.88481	2.119	2.328459	2.037112	1.842067	2.091226	2.031697	1.96792	2.327777	1.911229	1.964331	2.016392	2.024375	2.067907	2.024346	2.085698	1.924044	2.154509	1.948862	2.08286	2.118269	1.961335	1.900653	2.074544	1.942296	1.88588	1.899995	1.972922	1.829227	1.946946	2.169209	1.828289
BAX	3.024724	3.200025	2.740364	2.906414	3.004188	3.181708	3.120628	2.618835	2.933464	3.40487	3.648299	3.221862	3.828063	2.739239	2.892228	3.243101	2.719322	2.989284	3.003979	3.890012	3.71391	3.2679	3.217946	2.922026	4.007122	3.017007	4.247767	3.136259	2.715608	4.006081	2.975329	3.057157	2.830623	2.897488	3.153307	2.98588	2.879684	3.604564	3.263748	3.337754	3.277042	3.976814	2.758357	3.28329	3.605758	3.300607	3.509922	2.979297	2.957666	3.345066
C1RL	8.145238	7.699248	8.452049	7.967296	8.189946	7.828745	8.236085	7.719513	7.622281	7.601766	7.686036	8.244297	7.910524	8.546664	8.948568	8.121653	6.794252	8.150369	7.930156	7.793954	7.915427	7.359957	7.922729	7.691543	7.780195	7.863465	7.527828	8.45776	7.962688	7.240941	8.507272	8.064691	8.556152	7.34607	7.614649	7.520482	7.790919	7.392761	7.991602	7.528858	7.81744	7.717367	8.106134	8.437329	7.298638	7.839374	7.722137	8.410109	7.801932	8.369623
CCNA2	1.71506	1.763526	1.711166	1.914439	1.732385	1.562551	1.655095	1.60478	1.992649	1.733276	1.721043	1.679839	1.89132	1.701582	1.677151	1.761031	1.636051	1.661282	1.8442	1.735446	1.664496	1.699171	1.788694	1.647058	2.560254	1.987566	1.8494	1.789031	1.592911	1.733824	1.682618	1.600079	1.618949	1.563132	2.069568	1.653266	2.113432	1.827599	1.650875	1.981683	2.126785	1.901205	1.565918	1.701134	1.54785	1.685506	2.597158	2.098287	1.534787	1.682144
SAFB2	3.970982	4.038528	3.891051	3.883433	3.807876	3.7959	3.893619	4.01568	3.641082	4.255788	4.463172	4.223389	4.245778	3.817139	3.950455	4.13851	3.844474	4.016811	3.818564	4.096397	4.329495	3.906066	4.085773	3.763353	4.214012	3.966221	4.546312	3.879959	3.819937	3.909548	4.046446	3.601327	3.947042	3.853532	4.382845	3.975439	3.514095	4.072332	4.07387	3.785182	4.035192	4.147611	3.954794	3.964622	3.80532	3.881997	4.208662	3.869361	3.512729	3.903878
TSPO	4.864236	4.813173	3.632449	4.385628	4.805132	4.93805	4.25648	3.725631	4.256032	5.175819	5.86596	4.564854	4.599621	4.232001	4.1408	4.66769	3.837454	4.4481	4.178209	4.925672	4.848101	5.065583	4.509116	4.437976	5.450243	4.702085	5.780831	4.344659	3.94834	6.020184	4.117937	4.887763	4.663963	4.603157	5.030925	4.466841	4.66879	4.966372	5.353915	4.93813	4.472886	4.971888	4.447919	4.992042	5.175103	5.088343	4.50232	3.981476	4.860936	4.917927
ACBD3	4.948602	4.565956	4.841545	4.359228	5.572014	3.819531	4.61408	5.325183	4.57092	4.064709	4.661365	4.565833	4.560832	4.628145	4.613066	5.065531	4.902608	4.370954	4.747038	4.827459	5.256405	4.270832	4.834536	5.034872	4.95627	4.189714	5.369756	4.693491	4.365255	3.91892	4.816024	3.996573	4.456746	4.022662	4.763401	5.15264	4.662762	4.723373	4.690938	4.132959	4.617591	4.733784	4.790244	4.768737	4.037596	4.317157	4.828082	4.213915	4.085657	4.56407
PDZK1IP1	2.663998	2.635575	1.995628	2.04942	2.061228	2.653073	2.474358	2.063747	2.853013	3.735552	2.730743	2.57722	2.623645	2.254854	2.083523	2.425213	2.120174	2.148183	2.146711	4.75777	4.143412	3.187347	1.923243	2.189763	5.76042	2.358148	6.307812	1.725381	2.021842	3.882505	2.472149	2.210245	2.225502	2.458452	2.710763	3.294823	2.135261	5.164981	3.164554	2.656552	2.19638	3.388475	2.156948	3.673815	3.160445	3.930568	2.46801	2.270423	2.215126	2.226379
MID1IP1	5.567168	2.876056	5.438654	4.166415	5.301344	3.870921	4.433107	5.559948	4.107144	4.199163	5.90755	4.633666	5.248252	4.716	5.05061	4.551579	4.55497	3.555315	3.644222	5.065513	5.411102	4.394457	4.578924	4.419549	5.288093	4.453197	5.631062	4.008619	4.042922	4.277792	5.82657	4.392196	4.857784	3.584161	3.842528	4.779252	4.2615	4.233753	5.995515	3.560579	3.564356	4.254683	4.838329	3.717389	4.826612	4.447929	3.814343	4.776357	3.8952	4.403489
MT1X	11.01457	10.920017	11.363812	10.802816	11.495847	11.864091	10.558133	13.00338	11.561535	10.887277	10.907169	9.783619	11.746747	10.935993	10.913126	10.383136	11.629217	9.821325	11.95327	8.810668	10.56718	11.735825	10.166366	11.721273	7.041752	10.559661	10.0877	10.11522	11.282149	12.094677	10.91194	11.912138	11.440762	9.973696	8.398006	12.179026	11.485941	9.799633	12.088519	10.525792	9.722401	10.730587	12.163735	11.271061	11.561678	10.438507	8.830142	11.169948	9.936511	11.523044
AGTR1	6.747897	6.486348	6.544526	6.40373	7.247577	5.794446	6.643224	7.096901	6.841465	6.117121	6.87465	6.953732	6.252226	6.22947	6.543503	6.696969	6.658045	6.211633	6.797443	6.254954	7.218178	6.51672	6.408383	7.310002	6.862942	6.235509	6.621951	6.234845	6.167994	5.344116	6.892847	6.351291	7.029468	6.342252	5.621267	7.283694	6.542049	6.158641	7.072619	5.733389	5.851449	6.947218	6.646455	6.66132	5.561085	5.705382	6.164442	6.158759	5.91397	6.06987
AP3S1	4.34662	4.480013	4.33457	4.390289	3.903457	4.13186	4.365503	4.159596	4.333734	4.369255	4.564539	4.143929	4.598895	4.07712	4.048298	4.53506	4.158701	4.133116	4.121828	4.490964	4.598511	4.423672	4.401523	4.19067	4.84086	4.365121	4.76457	4.032165	4.173031	4.150566	4.506924	4.072862	3.980499	4.249698	4.327751	4.073536	4.556846	4.288978	4.071755	4.137884	4.132143	4.791347	4.020493	4.062565	3.983343	4.156083	4.558071	4.117019	4.192799	4.180455
TGFBI	6.585528	7.530628	6.235092	6.976013	6.938762	5.53805	6.818256	6.820034	6.693491	7.184447	7.267964	7.038258	7.036616	7.010772	6.293717	6.287763	6.705149	6.212019	6.886549	7.891096	7.048848	6.622022	6.830615	6.318048	7.538857	6.291132	8.585837	6.578673	6.11707	6.321869	6.110517	6.009679	5.765497	6.491542	7.49867	6.771181	6.876083	7.13473	7.272727	7.227352	7.343028	7.494584	6.529188	6.724089	6.780576	7.568766	7.385259	6.067646	6.32996	6.029299
CCDC51	3.579968	3.586642	3.44491	3.584085	3.090139	3.451466	3.672829	3.576929	3.518265	3.658135	4.379687	3.347994	3.23396	3.498355	3.54421	3.69097	3.365801	3.6886	3.420318	3.760753	3.584117	3.41422	3.856474	3.45907	4.054564	3.637502	3.596032	3.609169	3.769587	3.581291	3.388869	3.644458	3.659104	3.703272	3.787816	3.309255	3.722046	3.778212	3.586649	3.405829	3.624631	3.367031	3.543358	3.586778	3.897902	3.604164	3.775866	3.595696	3.809628	3.4637
PSMC2	6.48842	6.480206	6.368866	6.407089	6.507455	5.741241	6.592722	6.71042	6.389595	6.38059	6.82645	6.480825	6.604838	6.577745	6.420643	6.683037	6.496299	6.115393	6.308601	6.66594	6.428048	6.455487	6.509823	6.429771	6.931594	5.971448	6.601453	6.330719	6.256708	6.224285	6.398416	6.16173	6.229075	5.991684	6.789369	6.238653	6.543289	6.811662	6.435881	6.253551	6.55554	6.552295	6.083741	6.453805	6.207256	6.172911	6.763013	6.321619	6.294226	6.389551
SRPK1	3.824232	3.685867	3.736291	3.54604	4.310359	2.959925	3.808271	4.068294	3.822132	3.456741	4.173331	3.729995	3.965963	3.789566	3.624196	4.123806	3.94802	3.617763	3.78937	3.772642	3.92932	3.513308	3.912374	3.568168	4.13962	3.435272	3.981823	3.759084	3.432542	3.227162	3.839413	3.311535	3.34895	3.448827	4.020755	3.884467	3.823439	4.03476	3.533231	3.437643	3.927236	3.618376	3.759523	3.679987	3.359573	3.744416	4.10619	3.287974	3.451356	3.549571
NENF	4.428056	4.511252	4.303587	4.675819	4.145607	5.236215	4.159726	4.366611	4.547388	4.788071	4.748123	4.379416	4.97271	4.337738	4.219807	4.40618	4.285653	4.31835	4.538822	4.581254	4.568666	4.644576	4.446981	4.455362	4.468045	4.566456	4.654375	4.357585	4.567097	5.554783	4.548642	4.443645	4.619208	4.671466	4.103259	4.400397	4.843408	4.453593	4.658381	4.40679	4.390953	4.670003	4.330151	4.357338	4.679203	4.436452	4.61374	4.567519	4.480766	4.533178
ABCG2	5.859983	5.13159	5.341845	5.097652	3.714705	4.861469	5.037255	4.473415	4.072667	5.181972	5.275168	6.182662	4.581189	5.155789	5.107121	5.063084	4.710739	5.966404	4.795951	4.991786	5.329379	5.526634	4.475115	5.053265	4.392225	5.180833	4.719579	4.539093	5.214505	4.447085	5.015091	5.834305	5.06357	6.096919	4.798204	4.705599	5.254706	5.197521	5.95995	5.145084	5.15975	5.022159	4.471336	4.596296	5.340072	5.481039	4.787947	4.149722	5.684151	4.901751
SCGN	2.037953	2.398677	2.679783	2.91128	2.081311	3.765276	3.085695	2.514281	2.193682	3.096639	2.271429	2.703707	2.3743	2.768429	2.280409	2.072852	1.894902	2.476712	2.7617	2.305781	3.11217	2.682773	2.25321	2.709124	2.433222	2.285522	2.012509	2.253753	2.747306	3.066813	2.524788	2.485626	2.513182	2.915193	3.525032	3.40591	2.207299	2.559199	2.416209	2.592537	2.856101	2.770182	2.219453	2.080245	2.60717	2.501608	3.652214	3.01598	2.673378	2.647664
AADAC	9.384458	9.254424	9.365465	9.107952	8.746114	8.75401	9.440479	9.150892	9.003065	9.060452	8.533948	9.039515	9.196501	8.937414	9.151173	9.443986	9.705762	9.261008	9.067195	9.167822	9.136717	9.596718	9.289069	8.893815	9.419388	9.22596	9.566647	9.351505	9.382237	9.122594	8.978735	9.342243	9.149971	9.352352	9.417664	9.621662	9.74345	9.755065	9.302108	8.891125	9.084989	8.675512	9.302558	8.984791	8.842445	8.954211	9.600011	9.085862	9.248152	8.784913
HLA-A	8.816206	9.613458	9.141693	9.028862	9.277699	8.588983	8.963717	8.926408	9.081347	9.580516	9.534308	8.549974	9.672887	8.391968	8.815737	8.821071	9.249247	8.512553	8.638794	9.495481	8.8903	9.148855	10.718881	8.282845	11.152022	8.802673	10.347616	9.279518	9.03099	10.364484	9.209586	8.848423	8.112928	8.493001	10.960957	8.604377	8.643511	9.535513	9.807184	8.928202	9.403886	10.647572	8.689993	9.803484	8.918766	9.331923	11.401988	8.913652	8.415391	8.665395
HMOX1	9.027081	6.500628	5.511896	5.988111	8.247717	5.542611	6.259379	8.485049	7.73215	7.234694	7.860053	6.490181	7.602684	6.828656	6.806902	7.079687	7.971396	6.111966	7.028439	6.618534	7.56806	7.933829	6.292844	8.233162	6.367778	5.820356	7.794328	6.751924	5.614993	6.820127	6.644188	5.997543	6.894809	6.636246	5.815394	7.877533	7.082192	5.837989	7.961215	5.71508	5.420431	7.256524	7.967658	7.519629	6.21358	5.217712	6.559124	5.677797	5.841636	6.764933
TIMM17B	4.217247	4.193999	3.904578	4.166727	4.08958	4.595762	4.267418	4.468604	4.12318	4.611764	4.859932	4.236889	4.470657	3.96838	3.894078	4.413957	3.905021	4.186533	3.952953	4.274083	4.65829	4.350004	4.276923	4.072983	4.545627	4.310637	4.439434	4.191546	4.421578	4.94656	4.156689	4.510086	4.508046	4.398024	4.121612	4.066596	4.272393	4.304769	4.536086	3.939703	4.16415	4.373173	4.173523	4.075309	4.578937	3.973137	4.183355	4.432476	4.317159	4.50415
SUPT5H	4.111547	4.021704	4.093435	3.858166	4.179417	3.866205	4.156829	4.337743	3.887778	4.370549	4.627235	4.198847	4.222225	4.280153	4.328178	4.184436	4.326535	4.029802	4.00132	4.233604	4.46425	4.049942	4.363404	3.924169	4.439252	3.785425	4.389966	4.264772	4.133355	4.337406	4.071079	3.834874	4.077834	3.969182	4.332665	4.121554	3.971808	4.108307	4.041384	3.91063	4.055528	4.37514	4.164471	4.356917	4.195864	3.988143	4.349944	3.849182	3.743316	4.003149
PNO1	4.154182	3.402473	3.696198	3.475762	4.323505	2.952744	3.856603	4.422728	3.600147	3.70441	4.464103	3.942366	3.798344	3.651378	3.629432	4.049778	3.945589	3.331571	3.690218	3.780038	4.682485	3.765831	3.625603	4.135887	4.466888	3.130054	4.238214	3.421402	3.322523	3.347868	3.393159	3.344506	3.601308	3.299328	3.661667	4.15637	4.138292	3.758072	4.453117	3.25657	3.713511	3.912279	3.982155	3.458001	3.370672	3.474024	3.651572	3.2426	3.44701	3.587228
CBFA2T2	2.527271	2.270676	2.293776	2.318288	2.323748	2.15395	2.362903	2.184376	2.34372	2.561416	2.610058	2.497272	2.351103	2.305634	2.708728	2.310074	2.333637	2.666901	2.246624	2.671846	2.450007	2.19452	2.556913	2.192545	2.511091	2.419264	2.480927	2.385264	2.333322	2.273806	2.319879	2.50395	2.343305	2.446082	2.547629	2.225024	2.280639	2.511317	2.297749	2.521648	2.493017	2.743899	2.21169	2.536869	2.339338	2.57715	2.63437	2.346465	2.461908	2.326653
TXLNA	4.656298	3.983589	3.603755	3.780327	4.370252	3.811401	3.951689	4.588765	3.588981	4.211032	4.459075	4.253526	3.828111	3.927773	4.393563	4.059177	4.552758	3.953965	4.048095	4.270839	4.826669	3.967664	4.26631	4.448865	4.648987	3.624127	4.261816	4.330242	3.738141	3.703064	4.31446	3.679645	3.898862	3.46771	4.694877	4.407992	3.914434	4.257358	4.011787	3.931959	4.142076	4.309465	4.265426	4.534872	3.980543	4.434931	4.578937	3.840196	3.88335	3.934762
TRPC4AP	4.578382	4.511021	4.264933	4.060007	4.452228	3.929672	4.665715	4.610318	3.973135	4.595015	4.786158	4.454866	4.279953	4.418237	4.541534	4.472427	4.414514	4.443835	4.30164	4.701923	4.408924	4.158273	4.627858	4.152337	4.808051	4.148892	4.697388	4.573315	4.513624	4.276921	4.397513	4.421643	4.445783	4.202334	4.600173	4.236515	4.330864	4.620579	4.405063	4.442295	4.695571	4.731835	4.252896	4.560886	4.662191	4.448088	4.708367	4.211322	4.183872	4.408771
STIL	1.769837	1.822239	1.796906	1.743654	1.783937	1.729562	1.824457	1.724231	1.96696	1.774094	1.791024	1.837423	1.760749	1.733111	1.770634	1.796813	1.779927	1.8167	1.818855	1.85888	1.734029	1.809038	1.828952	1.749906	2.039548	1.781205	1.91869	1.794264	1.757406	1.720381	1.729982	1.729582	1.760015	1.752628	1.877939	1.757748	1.766403	1.86022	1.746554	1.835027	1.881973	1.935398	1.719606	1.848935	1.73301	1.792302	2.021857	1.729416	1.723398	1.741688
SLC39A4	2.545071	2.545205	2.483925	2.808168	2.066634	2.890293	2.669881	2.598176	2.65807	2.979765	3.124732	2.587399	3.522974	2.533512	3.158299	2.768567	2.412642	2.569459	2.453421	2.574943	2.551738	3.074266	3.076819	2.765902	3.144103	2.807786	3.207983	2.626686	2.95527	3.250533	2.611188	2.634245	2.866671	2.474408	2.238201	2.412214	2.426717	2.058486	3.330718	2.484905	2.356021	2.510391	2.505207	3.009824	2.616128	2.507708	2.524333	2.401632	2.634609	2.562819
LBR	6.084041	5.308783	5.273182	5.39993	5.823016	4.587409	5.513209	5.496767	4.999052	5.734973	6.445371	6.274385	5.941768	5.112248	5.517472	6.08314	5.462797	5.408629	5.635556	5.693533	6.122937	5.608429	5.335029	6.049104	5.456504	5.425755	5.908999	4.97723	4.730373	4.98313	5.697231	5.571731	5.316481	5.330796	5.349729	5.641269	5.567508	5.828856	5.578571	5.121282	5.131946	5.9535	5.455158	5.30283	4.70356	5.115735	5.420841	4.905683	5.506557	4.907013
SEC61A1	6.236793	6.473636	6.109481	6.248414	6.889093	6.275284	6.510784	6.483858	6.018877	6.206795	6.778237	5.945908	6.22885	6.389908	6.44701	6.304255	6.178959	5.747727	6.518339	6.226706	6.22194	5.611379	6.911201	5.965208	6.806702	5.947312	6.416719	6.795854	6.252807	6.483293	6.347358	5.588146	6.117795	5.327108	7.068976	6.151353	5.655098	6.479963	5.95805	5.840796	6.834212	6.281923	6.265461	6.393866	6.801495	6.351646	6.88486	6.112853	6.188592	6.536843
NDUFB6	5.317154	5.196594	5.021996	5.135732	4.794034	5.389163	5.194592	5.465668	5.407555	5.498812	5.618545	5.222017	5.550488	4.769525	4.577076	5.491594	5.214091	4.89215	5.053286	5.2624	5.28639	5.562261	5.169698	4.983371	5.342761	5.191471	5.198784	4.803759	5.254335	5.723503	4.930033	5.348494	5.311101	5.412692	5.278256	5.201098	5.907062	5.539393	5.564966	5.525851	5.059372	5.243623	5.019543	4.994861	5.151799	4.974281	5.344042	5.284855	5.433961	5.299397
SSR4	6.709665	6.674821	6.179778	6.973917	7.014755	7.290587	6.720189	6.506898	6.801073	7.063804	7.093358	6.586833	6.898493	6.781816	6.741381	6.592357	6.624571	6.504427	6.688379	7.020964	6.598267	6.993767	6.707199	6.501499	7.145006	6.991586	7.069772	6.83546	6.705464	7.785577	6.767236	6.976042	6.979946	6.9735	6.763685	6.770055	7.263974	6.950957	7.220355	6.626979	6.573655	7.013418	6.73951	6.801754	6.872354	6.488346	6.908035	6.940987	6.948956	7.1865
VPS37C	3.845261	3.452607	3.508286	3.471768	3.759301	3.255167	3.727647	3.610138	3.511902	3.892722	4.151612	3.745839	3.745901	3.437235	3.520472	3.840007	3.566485	3.447244	3.432978	3.904763	3.963263	3.79208	3.727782	3.453573	4.192342	3.48586	4.356551	3.670644	3.370705	3.390518	3.549953	3.406026	3.415074	3.330791	3.809652	3.575416	3.37985	3.905487	3.921336	3.360268	3.536673	4.169715	3.241016	3.779354	3.934799	3.536894	3.753649	3.440007	3.435298	3.411763
FAM118A	2.314417	1.944716	2.403073	2.212256	2.28983	2.055871	2.421504	2.114725	1.960946	2.424657	2.886458	2.4492	3.19468	2.088913	2.383587	2.283981	2.271077	2.531645	2.148379	3.149268	2.578799	2.196374	3.159067	1.892784	2.507343	1.994956	2.684033	2.210209	2.226937	2.201556	2.566397	2.095515	2.377305	2.192769	2.004566	2.525501	2.214171	2.280343	2.276311	2.435441	2.255598	2.85063	2.15795	2.251646	2.007499	2.051181	2.676917	2.304948	1.934444	2.175178
CDK5RAP2	3.030455	3.176637	3.1489	2.881618	2.971189	2.451529	3.242861	2.788198	2.886486	2.845282	3.236456	3.509039	3.095494	3.145104	3.27753	3.191621	2.907204	3.134397	3.036204	3.698203	3.065881	2.941534	3.258749	2.489455	3.821158	3.001615	3.54651	3.32702	2.889411	3.114446	3.038835	2.819256	3.171261	2.78845	3.487254	2.652945	2.852247	3.577584	2.875218	3.187802	3.669738	3.175276	2.911267	3.336542	3.058135	3.323356	3.605331	3.027547	2.772833	3.060088
PHLDA2	4.468213	1.909415	2.260037	2.02577	4.549187	2.048747	1.851283	3.854381	2.927531	2.916344	2.874164	2.272463	5.170929	2.306463	2.104914	3.480127	2.719465	1.697199	2.971198	2.127959	3.966879	4.032692	2.414873	3.205015	4.14979	2.088539	4.386966	1.560177	1.590385	2.513519	3.201016	1.713839	3.292786	1.67134	1.765144	4.221764	3.133857	2.248654	3.54841	1.755845	1.8375	2.478369	3.475926	1.826537	2.099891	2.198492	2.158497	1.924806	2.190478	2.181112
CENPM	1.874098	2.028312	1.797155	1.980932	1.865625	1.738055	1.831136	1.753142	2.049792	1.944474	1.807617	1.774183	1.890157	1.81456	1.776234	1.841916	1.817363	1.779234	1.780598	2.034646	1.773349	2.005239	1.755731	1.707847	2.308375	2.150006	2.011247	1.966043	1.751871	2.10268	1.861108	1.85235	1.769205	1.743384	2.114718	1.760259	1.905324	2.074516	1.972339	2.139618	2.217943	2.068043	1.740628	1.921574	2.099864	1.972154	2.455276	1.885511	1.748757	1.901097
NFKBIE	3.441732	2.697486	2.685424	2.973242	3.725561	2.495224	2.739961	3.202578	2.780406	3.481063	3.746905	3.306075	3.472559	3.146312	2.942197	3.407014	3.034689	2.781317	2.497616	3.675463	3.949014	3.521559	3.642098	3.108604	3.760799	2.893433	4.391983	2.880781	2.368868	3.624318	2.822873	2.649445	2.553071	2.738989	3.159902	3.14103	2.642286	3.521829	3.444634	2.857687	2.73429	4.2711	2.719777	2.984866	2.702828	2.649744	3.325594	2.776668	2.537456	2.729029
SLC39A14	9.213437	9.209131	8.991416	8.89871	10.387229	8.467461	9.55411	9.995511	9.316049	8.64995	9.182515	9.341172	8.842539	10.0139	9.979203	9.275875	9.810683	9.187983	9.277377	8.73386	9.651185	8.733527	8.866052	9.584938	8.901525	9.162575	8.722879	9.287413	9.288321	8.25459	9.423264	9.213583	9.412278	8.67356	8.979632	9.705444	9.06784	8.97777	9.003574	8.537841	9.004254	8.63467	9.786507	9.55921	8.656807	8.89102	8.832902	8.880743	8.785759	9.682845
SHBG	6.168888	5.150231	5.317817	5.428772	4.455968	6.069453	5.251444	4.256882	4.007029	7.191431	4.534114	6.152864	5.386929	3.71828	4.55817	6.006715	6.497716	6.358388	6.279539	6.151512	6.836142	4.878144	5.482886	6.052081	6.338877	5.378296	5.666813	4.994046	4.976931	6.336254	5.203116	6.567705	5.498338	6.0677	6.2072	4.846977	5.73695	5.450323	6.359613	5.520599	5.203129	6.016906	5.232537	5.463806	6.612671	6.570398	6.03145	6.597685	6.284585	4.892929
NCOR2	3.442699	3.17994	2.709878	2.7968	3.166695	2.639523	3.212614	2.960811	2.94069	3.3275	3.397568	3.511662	3.046864	3.291775	3.428892	3.023909	3.400387	3.325972	3.076661	3.361101	2.997899	3.074639	3.161579	2.792419	3.293332	2.893846	3.468483	3.17392	3.216925	3.045045	3.223575	2.966478	3.214519	2.88431	3.581426	3.149236	3.100992	3.513149	3.306694	3.208233	3.268796	3.518844	3.074751	3.422353	3.241048	3.620252	3.46955	2.849253	3.132791	2.901145
